路線去回,中文站點名稱,time
306區1去程,臺灣大道北勢路口,3
306區1去程,紅竹巷,4
306區1去程,中山臺灣大道口,4
306區1去程,中山鎮政路口,6
306區1去程,沙鹿高工(中山路),2
306區1去程,洛泉里,5
306區1去程,巨業沙鹿站,3
306區1去程,第一銀行(沙鹿分行),3
306區1去程,中港國小,6
306區1去程,三條圳,2
306區1去程,東大庄,5
306區1去程,體育館前,6
306區1去程,童綜合醫院(梧棲院區),6
306區1去程,邱厝庄,3
306區1去程,大庄(浩天宮),3
306區1去程,臺灣大道港埠路口,6
306區1去程,梧棲國小,3
306區1去程,安仁里,5
306區1去程,梧棲(朝元宮),4
306區1去程,下寮社區,3
306區1去程,下寮里,2
306區1去程,頂寮里,4
306區1去程,國都飯店,2
306區1去程,臺銀中港分行,5
306區1去程,臺中港郵局,3
306區1去程,竹圍(港埠路),4
306區1去程,糠榔,5
306區1去程,東糠榔,3
306區1去程,西牛埔,3
306區1去程,牛埔,3
306區1去程,南社里,3
306區1去程,清水國中,4
306區1去程,銀聯二村,3
306區1去程,社口,3
306區1去程,鰲峰西社路口,3
306區1去程,分局前,3
306區1去程,清水,2
306區1回程,清水,5
306區1回程,分局前,4
306區1回程,鰲峰西社路口,6
306區1回程,社口,4
306區1回程,銀聯二村,2
306區1回程,清水國中,4
306區1回程,南社里,5
306區1回程,牛埔,2
306區1回程,西牛埔,4
306區1回程,東糠榔,3
306區1回程,糠榔,6
306區1回程,竹圍(港埠路),3
306區1回程,臺中港郵局,4
306區1回程,臺銀中港分行,6
306區1回程,國都飯店,2
306區1回程,頂寮里,6
306區1回程,下寮里,6
306區1回程,下寮社區,4
306區1回程,梧棲(朝元宮),6
306區1回程,安仁里,2
306區1回程,梧棲國小,6
306區1回程,臺灣大道港埠路口,3
306區1回程,大庄(浩天宮),3
306區1回程,邱厝庄,3
306區1回程,童綜合醫院(梧棲院區),5
306區1回程,體育館前,4
306區1回程,東大庄,3
306區1回程,三條圳,4
306區1回程,中港國小,3
306區1回程,第一銀行(沙鹿分行),6
306區1回程,巨業沙鹿站,3
306區1回程,洛泉里,6
306區1回程,沙鹿高工(中山路),3
306區1回程,中山鎮政路口,6
306區1回程,中山臺灣大道口,4
306區1回程,竹林里,3
306區1回程,紅竹巷,5
306區1回程,臺灣大道北勢路口,4
306區1回程,靜宜大學,3
306區2去程,巨業沙鹿站,2
306區2去程,第一銀行(沙鹿分行),4
306區2去程,中港國小,4
306區2去程,三條圳,3
306區2去程,東大庄,6
306區2去程,體育館前,4
306區2去程,童綜合醫院(梧棲院區),5
306區2去程,邱厝庄,6
306區2去程,大庄(浩天宮),2
306區2去程,臺灣大道港埠路口,6
306區2去程,梧棲國小,6
306區2去程,安仁里,2
306區2去程,梧棲(朝元宮),4
306區2去程,下寮社區,5
306區2去程,下寮里,4
306區2去程,頂寮里,3
306區2去程,國都飯店,5
306區2去程,臺銀中港分行,2
306區2去程,臺中港郵局,4
306區2去程,竹圍(港埠路),4
306區2去程,糠榔,5
306區2去程,東糠榔,4
306區2去程,西牛埔,5
306區2去程,牛埔,3
306區2去程,南社里,4
306區2去程,清水國中,3
306區2去程,銀聯二村,5
306區2去程,社口,4
306區2去程,鰲峰西社路口,4
306區2去程,分局前,5
306區2去程,清水,4
307去程,梧棲觀光漁港,6
307去程,臺中港北堤,2
307去程,西瓜寮,6
307去程,後營門口,6
307去程,梧棟,6
307去程,環球大樓,6
307去程,舶來品商圈,5
307去程,港灣技術中心,3
307去程,大智梧北路口,5
307去程,頂寮里,4
307去程,梧棲(文化路),3
307去程,梧棲農會,4
307去程,梧棲國小,5
307去程,臺灣大道港埠路口,2
307去程,大庄(浩天宮),4
307去程,邱厝庄,3
307去程,童綜合醫院(梧棲院區),3
307去程,體育館前,3
307去程,東大庄,3
307去程,三條圳,5
307去程,中港國小,3
307去程,臺灣大道中山路口,6
307去程,居仁里,4
307去程,沙鹿高工(臺灣大道),6
307去程,竹林國小,2
307去程,竹林里,3
307去程,紅竹巷,2
307去程,臺灣大道北勢路口,6
307去程,靜宜大學,3
307去程,晉江寮,6
307去程,弘光科技大學,5
307去程,正英路,2
307去程,坪頂,5
307去程,東海別墅,5
307去程,榮總/東海大學,6
307去程,玉門路,3
307去程,澄清醫院,6
307去程,中港新城,4
307去程,福安,5
307去程,秋紅谷,6
307去程,新光/遠百,4
307去程,市政府,4
307去程,頂何厝,6
307去程,忠明國小,4
307去程,科博館,3
307去程,中正國小,5
307去程,茄苳腳,4
307去程,臺灣大道原子街口,6
307去程,臺灣大道中華路口,6
307去程,仁愛醫院,5
307去程,第二市場(臺灣大道),5
307去程,彰化銀行(臺灣大道),2
307去程,第一廣場,5
307去程,干城站,5
307去程,立體停車場(雙十路),5
307去程,臺中公園(雙十路),6
307去程,中興堂,2
307去程,國立臺中科技大學,6
307去程,中友百貨,3
307去程,市立殯儀館,4
307去程,新民高中(健行路),5
307回程,新民高中(健行路),2
307回程,寶覺寺,4
307回程,新民高中(三民路),4
307回程,一心市場,3
307回程,中友百貨,5
307回程,國立臺中科技大學,4
307回程,中興堂,2
307回程,臺中公園(雙十路),4
307回程,干城站,2
307回程,臺中火車站,6
307回程,第一廣場,6
307回程,彰化銀行(臺灣大道),4
307回程,第二市場(臺灣大道),6
307回程,仁愛醫院,5
307回程,臺灣大道中華路口,5
307回程,臺灣大道原子街口,2
307回程,茄苳腳,2
307回程,中正國小,2
307回程,科博館,5
307回程,忠明國小,6
307回程,頂何厝,4
307回程,市政府,2
307回程,新光/遠百,5
307回程,秋紅谷,3
307回程,福安,6
307回程,中港新城,2
307回程,澄清醫院,4
307回程,玉門路,5
307回程,榮總/東海大學,6
307回程,東海別墅,2
307回程,坪頂,3
307回程,正英路,2
307回程,弘光科技大學,5
307回程,晉江寮,6
307回程,靜宜大學,3
307回程,臺灣大道北勢路口,2
307回程,紅竹巷,5
307回程,竹林里,2
307回程,竹林國小,6
307回程,沙鹿高工(臺灣大道),5
307回程,居仁里,5
307回程,臺灣大道中山路口,4
307回程,中港國小,6
307回程,三條圳,3
307回程,東大庄,6
307回程,體育館前,3
307回程,童綜合醫院(梧棲院區),3
307回程,邱厝庄,2
307回程,大庄(浩天宮),2
307回程,臺灣大道港埠路口,5
307回程,梧棲國小,3
307回程,梧棲農會,4
307回程,梧棲(文化路),6
307回程,頂寮里,2
307回程,大智梧北路口,2
307回程,港灣技術中心,5
307回程,舶來品商圈,6
307回程,環球大樓,2
307回程,梧棟,4
307回程,後營門口,3
307回程,西瓜寮,5
307回程,臺中港北堤,4
307回程,梧棲觀光漁港,3
308去程,自立一街口,5
308去程,自立二街口,2
308去程,自立自強路口,5
308去程,關連服務中心,3
308去程,自強梧南路口,4
308去程,大通經一路口,4
308去程,大通經二路口,5
308去程,經三大通路口,3
308去程,經三大成路口,3
308去程,大成經二路口,5
308去程,大成南路口,5
308去程,中港分處,6
308去程,臺中港旅客服務中心,2
308去程,臺中港港務大樓,6
308去程,下寮里,6
308去程,下寮社區,5
308去程,梧棲郵局,3
308去程,梧棲(朝元宮),2
308去程,安仁里,4
308去程,梧棲國小,2
308去程,臺灣大道港埠路口,5
308去程,大庄(浩天宮),2
308去程,邱厝庄,4
308去程,童綜合醫院(梧棲院區),2
308去程,體育館前,3
308去程,東大庄,5
308去程,三條圳,2
308去程,中港國小,3
308去程,臺灣大道中山路口,3
308去程,居仁里,6
308去程,沙鹿高工(臺灣大道),3
308去程,竹林國小,4
308去程,竹林里,4
308去程,紅竹巷,3
308去程,臺灣大道北勢路口,4
308去程,靜宜大學,3
308去程,晉江寮,3
308去程,弘光科技大學,5
308去程,正英路,5
308去程,坪頂,4
308去程,東海別墅,6
308去程,榮總/東海大學,6
308去程,玉門路,6
308去程,澄清醫院,6
308去程,中港新城,2
308去程,福安,5
308去程,秋紅谷,5
308去程,新光/遠百,2
308去程,市政府,5
308去程,頂何厝,5
308去程,忠明國小,5
308去程,科博館,6
308去程,中正國小,5
308去程,茄苳腳,4
308去程,臺灣大道原子街口,4
308去程,臺灣大道中華路口,3
308去程,仁愛醫院,3
308去程,第二市場(臺灣大道),3
308去程,彰化銀行(臺灣大道),4
308去程,第一廣場,2
308去程,干城站,4
308去程,臺中公園(雙十路),4
308去程,中興堂,3
308去程,國立臺中科技大學,2
308去程,中友百貨,6
308去程,市立殯儀館,6
308去程,新民高中(健行路),6
308回程,新民高中(健行路),6
308回程,寶覺寺,3
308回程,新民高中(三民路),4
308回程,一心市場,3
308回程,中友百貨,5
308回程,國立臺中科技大學,2
308回程,中興堂,3
308回程,臺中公園(雙十路),4
308回程,干城站,5
308回程,臺中火車站,5
308回程,第一廣場,2
308回程,彰化銀行(臺灣大道),4
308回程,第二市場(臺灣大道),5
308回程,仁愛醫院,5
308回程,臺灣大道中華路口,3
308回程,臺灣大道原子街口,2
308回程,茄苳腳,4
308回程,中正國小,3
308回程,科博館,4
308回程,忠明國小,2
308回程,頂何厝,2
308回程,市政府,6
308回程,新光/遠百,6
308回程,秋紅谷,2
308回程,福安,6
308回程,中港新城,3
308回程,澄清醫院,4
308回程,玉門路,4
308回程,榮總/東海大學,4
308回程,東海別墅,5
308回程,坪頂,6
308回程,正英路,5
308回程,弘光科技大學,2
308回程,晉江寮,6
308回程,靜宜大學,4
308回程,臺灣大道北勢路口,3
308回程,紅竹巷,5
308回程,竹林里,2
308回程,竹林國小,2
308回程,沙鹿高工(臺灣大道),2
308回程,居仁里,4
308回程,臺灣大道中山路口,3
308回程,中港國小,6
308回程,三條圳,4
308回程,東大庄,3
308回程,體育館前,6
308回程,童綜合醫院(梧棲院區),4
308回程,邱厝庄,4
308回程,大庄(浩天宮),3
308回程,臺灣大道港埠路口,5
308回程,梧棲國小,4
308回程,安仁里,4
308回程,梧棲(朝元宮),3
308回程,梧棲郵局,5
308回程,下寮社區,4
308回程,下寮里,5
308回程,臺中港港務大樓,6
308回程,臺中港旅客服務中心,2
308回程,大通經一路口,4
308回程,大通經二路口,6
308回程,經三大通路口,5
308回程,經三大成路口,4
308回程,大成經二路口,4
308回程,大成南路口,5
308回程,中港分處,5
308回程,自強梧南路口,5
308回程,關連服務中心,2
308回程,自立自強路口,3
308回程,自立二街口,4
308回程,自立一街口,3
323去程,臺中區監理所(遊園路),3
323去程,幸福新城,6
323去程,中富國宅,5
323去程,井子頭,5
323去程,瑞井里,5
323去程,竹仔腳,4
323去程,東海駕訓班,6
323去程,遊園中蔗路口,4
323去程,蔗部,4
323去程,自強新城,6
323去程,巧聖先師,2
323去程,磐頂教會,5
323去程,新庄里,6
323去程,新興新莊路口,5
323去程,陽明別墅,5
323去程,東海商圈,6
323去程,東海別墅,6
323去程,台中精機,4
323去程,臺中榮總(臺灣大道),4
323去程,東大附中,2
323去程,普濟寺,3
323去程,臺灣大道玉門路口,6
323去程,臺中捐血中心,2
323去程,中港澄清醫院,5
323去程,中港新城,5
323去程,統聯轉運站,5
323去程,福安里(臺灣大道),2
323去程,朝馬(臺灣大道),4
323去程,秋紅谷(朝陽橋),5
323去程,教師新村,3
323去程,新光三越,5
323去程,臺中市政府,2
323去程,臺灣大道文心路口,3
323去程,何厝(臺灣大道),5
323去程,頂何厝(臺灣大道),6
323去程,忠明國小,3
323去程,科學博物館(臺灣大道),6
323去程,中正國小,4
323去程,臺灣大道民權路口,5
323去程,民權路口,2
323去程,臺中教育大學,2
323去程,民權中華路口,2
323去程,臺中醫院,6
323去程,臺中州廳,5
323去程,合作金庫,3
323去程,彰化銀行(自由路),4
323去程,第一廣場,3
323去程,臺中火車站,5
323回程,臺中火車站,6
323回程,民權繼光街口,5
323回程,臺中州廳,3
323回程,臺中醫院,3
323回程,民權中華路口,3
323回程,臺中教育大學,2
323回程,民權路口,3
323回程,臺灣大道民權路口,3
323回程,中正國小,2
323回程,科學博物館(臺灣大道),4
323回程,忠明國小,6
323回程,頂何厝(臺灣大道),3
323回程,何厝(臺灣大道),6
323回程,臺灣大道文心路口,3
323回程,臺中市政府,6
323回程,新光三越,4
323回程,教師新村,4
323回程,秋紅谷(朝陽橋),5
323回程,朝馬(臺灣大道),5
323回程,福安里(臺灣大道),3
323回程,統聯轉運站,6
323回程,中港新城,3
323回程,中港澄清醫院,6
323回程,臺中捐血中心,5
323回程,臺灣大道玉門路口,2
323回程,普濟寺,3
323回程,東大附中,3
323回程,臺中榮總(臺灣大道),5
323回程,東海商圈,3
323回程,陽明別墅,6
323回程,新興新莊路口,2
323回程,新庄里,5
323回程,磐頂教會,2
323回程,巧聖先師,5
323回程,自強新城,6
323回程,蔗部,2
323回程,遊園中蔗路口,3
323回程,東海駕訓班,6
323回程,竹仔腳,3
323回程,瑞井里,2
323回程,井子頭,2
323回程,中富國宅,2
323回程,幸福新城,2
323回程,臺中區監理所(遊園路),2
323區去程,東海別墅,6
323區去程,台中精機,3
323區去程,臺中榮總(臺灣大道),4
323區去程,東大附中,3
323區去程,普濟寺,2
323區去程,臺灣大道玉門路口,3
323區去程,臺中捐血中心,4
323區去程,中港澄清醫院,5
323區去程,中港新城,6
323區去程,統聯轉運站,2
323區去程,福安里(臺灣大道),2
323區去程,朝馬(臺灣大道),4
323區去程,秋紅谷(朝陽橋),6
323區去程,教師新村,6
323區去程,新光三越,5
323區去程,臺中市政府,6
323區去程,臺灣大道文心路口,6
323區去程,何厝(臺灣大道),5
323區去程,頂何厝(臺灣大道),6
323區去程,忠明國小,4
323區去程,科學博物館(臺灣大道),3
323區去程,中正國小,6
323區去程,臺灣大道民權路口,5
323區去程,民權路口,4
323區去程,臺中教育大學,2
323區去程,民權中華路口,4
323區去程,臺中醫院,6
323區去程,臺中州廳,2
323區去程,合作金庫,5
323區去程,彰化銀行(自由路),2
323區去程,第一廣場,5
323區去程,臺中火車站,3
324去程,臺中都會公園,3
324去程,臺中都會公園一站,2
324去程,牛頂頭,5
324去程,都會園西屯路口,6
324去程,遊園北路寶莊,2
324去程,遊園北路都會皇家,5
324去程,遠東街風采風,5
324去程,遠東街園中園,5
324去程,遠東街169巷口,4
324去程,國際遠東街口,6
324去程,國際藝術街口,3
324去程,東海別墅,2
324去程,台中精機,4
324去程,臺中榮總(臺灣大道),3
324去程,東大附中,3
324去程,普濟寺,6
324去程,臺灣大道玉門路口,3
324去程,臺中捐血中心,3
324去程,中港澄清醫院,3
324去程,中港新城,5
324去程,統聯轉運站,4
324去程,福安里(臺灣大道),5
324去程,朝馬(臺灣大道),4
324去程,秋紅谷(朝陽橋),2
324去程,教師新村,6
324去程,新光三越,6
324去程,臺中市政府,6
324去程,臺灣大道文心路口,5
324去程,何厝(臺灣大道),6
324去程,頂何厝(臺灣大道),5
324去程,忠明國小,2
324去程,科學博物館(臺灣大道),6
324去程,中正國小,4
324去程,臺灣大道民權路口,3
324去程,民權路口,4
324去程,臺中教育大學,3
324去程,民權中華路口,6
324去程,臺中醫院,3
324去程,臺中州廳,6
324去程,民權繼光街口,5
324去程,臺中火車站,4
324去程,干城站,5
324去程,立體停車場(雙十路),2
324去程,臺中公園(雙十路),5
324去程,中興堂,6
324去程,國立臺中科技大學,4
324去程,中友百貨,5
324去程,市立殯儀館,6
324去程,新民高中(健行路),5
324回程,新民高中(健行路),4
324回程,寶覺寺,2
324回程,新民高中(三民路),2
324回程,一心市場,2
324回程,中友百貨,6
324回程,國立臺中科技大學,5
324回程,中興堂,5
324回程,臺中公園(雙十路),3
324回程,干城站,6
324回程,臺中火車站,6
324回程,民權繼光街口,5
324回程,臺中州廳,6
324回程,臺中醫院,2
324回程,民權中華路口,6
324回程,臺中教育大學,3
324回程,民權路口,4
324回程,臺灣大道民權路口,5
324回程,中正國小,2
324回程,科學博物館(臺灣大道),3
324回程,忠明國小,3
324回程,頂何厝(臺灣大道),6
324回程,何厝(臺灣大道),3
324回程,臺灣大道文心路口,2
324回程,臺中市政府,6
324回程,新光三越,3
324回程,教師新村,5
324回程,秋紅谷(朝陽橋),6
324回程,朝馬(臺灣大道),2
324回程,福安里(臺灣大道),4
324回程,統聯轉運站,6
324回程,中港新城,3
324回程,中港澄清醫院,2
324回程,臺中捐血中心,6
324回程,臺灣大道玉門路口,6
324回程,普濟寺,6
324回程,東大附中,2
324回程,臺中榮總(臺灣大道),4
324回程,台中精機,5
324回程,東海別墅,2
324回程,國際藝術街口,6
324回程,國際遠東街口,5
